epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,8344.58,1.23637,0.50381,0.98993,0.98548,0.98622,0.99103,0.66839,1.25544,0.43739,1.00952,0.008944,0.008944,0.008944
34,8596.97,1.23421,0.50131,0.99051,0.98539,0.98613,0.99085,0.66938,1.25545,0.43726,1.00958,0.008911,0.008911,0.008911
35,8849.28,1.23193,0.50095,0.98972,0.98547,0.98618,0.99081,0.66903,1.25523,0.43659,1.00954,0.008878,0.008878,0.008878
36,9100.76,1.22872,0.49876,0.9879,0.98535,0.98633,0.99092,0.66928,1.25503,0.43623,1.00951,0.008845,0.008845,0.008845
37,9352.51,1.23081,0.49794,0.9886,0.98523,0.98675,0.9911,0.66883,1.255,0.43608,1.00952,0.008812,0.008812,0.008812
38,9604.27,1.22766,0.49729,0.98819,0.98532,0.98688,0.99102,0.66925,1.25468,0.43545,1.00937,0.008779,0.008779,0.008779
39,9855.97,1.22629,0.49648,0.98714,0.98548,0.98676,0.99111,0.66995,1.25407,0.43471,1.00906,0.008746,0.008746,0.008746
40,10107.8,1.22596,0.49444,0.98786,0.98556,0.98667,0.991,0.67021,1.25403,0.43401,1.00901,0.008713,0.008713,0.008713
41,10359.6,1.22552,0.49703,0.98719,0.98584,0.98643,0.99101,0.67075,1.25365,0.43314,1.00881,0.00868,0.00868,0.00868
42,10611.5,1.22217,0.49547,0.98649,0.98622,0.98664,0.99125,0.67009,1.25369,0.43272,1.00877,0.008647,0.008647,0.008647
43,10863.3,1.2217,0.49283,0.98514,0.986,0.98634,0.99107,0.67046,1.25345,0.43254,1.00864,0.008614,0.008614,0.008614
44,11114.7,1.21776,0.49225,0.98604,0.98606,0.98665,0.9913,0.67059,1.25303,0.43221,1.00855,0.008581,0.008581,0.008581
45,11366.2,1.21953,0.49248,0.98639,0.98605,0.98652,0.99133,0.67031,1.25298,0.4318,1.00857,0.008548,0.008548,0.008548
46,11617.9,1.22036,0.49109,0.98709,0.98603,0.9868,0.99138,0.67032,1.2529,0.43115,1.00843,0.008515,0.008515,0.008515
47,11869.5,1.21567,0.48992,0.9844,0.9862,0.98676,0.99145,0.67037,1.25238,0.43088,1.00831,0.008482,0.008482,0.008482
48,12120.9,1.21818,0.49202,0.98656,0.98618,0.98676,0.99147,0.67049,1.25225,0.43084,1.00821,0.008449,0.008449,0.008449
49,12372.7,1.21695,0.49302,0.9844,0.98623,0.98676,0.99138,0.66998,1.25249,0.43063,1.00831,0.008416,0.008416,0.008416
50,12624.6,1.21791,0.49132,0.98475,0.98591,0.98685,0.99141,0.66983,1.2524,0.43069,1.0084,0.008383,0.008383,0.008383
51,12876.5,1.21539,0.48881,0.98482,0.98564,0.98642,0.99121,0.6697,1.25256,0.43043,1.00857,0.00835,0.00835,0.00835
52,13128.3,1.21603,0.48845,0.9852,0.98612,0.98617,0.99126,0.66927,1.25273,0.43009,1.00874,0.008317,0.008317,0.008317
53,13379.9,1.21222,0.48746,0.98482,0.9856,0.98645,0.99127,0.66932,1.25224,0.42995,1.00866,0.008284,0.008284,0.008284
54,13631.5,1.21184,0.48812,0.98397,0.98597,0.98652,0.99152,0.6694,1.25215,0.42996,1.00863,0.008251,0.008251,0.008251
55,13883,1.21227,0.48891,0.9843,0.98592,0.98617,0.99146,0.66921,1.25221,0.43,1.00866,0.008218,0.008218,0.008218
56,14134.7,1.21137,0.48724,0.98375,0.9859,0.98605,0.99134,0.66948,1.25207,0.42991,1.00864,0.008185,0.008185,0.008185
57,14386.3,1.21169,0.48727,0.98483,0.98613,0.98597,0.99139,0.66932,1.25224,0.42996,1.00873,0.008152,0.008152,0.008152
58,14638.3,1.20715,0.48671,0.98158,0.98645,0.98575,0.9914,0.66922,1.25218,0.42969,1.00863,0.008119,0.008119,0.008119
59,14889.8,1.20925,0.48699,0.98252,0.98644,0.98613,0.99135,0.6691,1.252,0.42955,1.00854,0.008086,0.008086,0.008086
60,15141.6,1.20865,0.48626,0.98248,0.98659,0.9862,0.99131,0.66967,1.25216,0.42937,1.00861,0.008053,0.008053,0.008053
61,15393.2,1.20623,0.4848,0.98191,0.98729,0.98592,0.99127,0.6696,1.25243,0.42924,1.00881,0.00802,0.00802,0.00802
62,15645,1.20514,0.48442,0.98227,0.9873,0.98592,0.99132,0.66898,1.25235,0.42928,1.00877,0.007987,0.007987,0.007987
63,15896.6,1.20307,0.48322,0.98173,0.98695,0.98588,0.99127,0.6696,1.2523,0.42909,1.00871,0.007954,0.007954,0.007954
64,16148.5,1.20446,0.48348,0.98208,0.98629,0.98613,0.99118,0.66933,1.25202,0.42901,1.00866,0.007921,0.007921,0.007921
65,16400.4,1.20387,0.48333,0.9814,0.98638,0.98573,0.99112,0.66931,1.25187,0.42901,1.00867,0.007888,0.007888,0.007888
66,16652.3,1.20278,0.48353,0.98124,0.98654,0.98584,0.99122,0.66887,1.25153,0.42884,1.00864,0.007855,0.007855,0.007855
67,16903.5,1.20342,0.48192,0.98208,0.98654,0.98571,0.99114,0.66938,1.25131,0.42915,1.00869,0.007822,0.007822,0.007822
68,17155.8,1.20246,0.48319,0.98129,0.98648,0.98563,0.99113,0.66868,1.25125,0.42902,1.0087,0.007789,0.007789,0.007789
69,17407.3,1.19926,0.48106,0.98095,0.98662,0.98559,0.9911,0.66924,1.25148,0.42887,1.00878,0.007756,0.007756,0.007756
70,17658.4,1.19456,0.47954,0.97971,0.98652,0.98571,0.99102,0.6694,1.25128,0.42881,1.00863,0.007723,0.007723,0.007723
71,17910,1.199,0.47864,0.98032,0.98671,0.98601,0.99107,0.66894,1.25097,0.42901,1.00849,0.00769,0.00769,0.00769
72,18161.6,1.19581,0.4777,0.98035,0.98662,0.98567,0.99099,0.66885,1.25109,0.42904,1.00852,0.007657,0.007657,0.007657
73,18413.2,1.19563,0.47946,0.97925,0.9865,0.98597,0.99107,0.66903,1.25095,0.4293,1.00844,0.007624,0.007624,0.007624
74,18664.7,1.19806,0.47929,0.97916,0.98661,0.98609,0.99118,0.66906,1.2503,0.42933,1.00823,0.007591,0.007591,0.007591
75,18916.6,1.19684,0.47938,0.98077,0.98637,0.98622,0.991,0.66862,1.25065,0.42964,1.00835,0.007558,0.007558,0.007558
76,19168.3,1.19224,0.47646,0.97906,0.98602,0.98605,0.99093,0.66806,1.25064,0.4294,1.00839,0.007525,0.007525,0.007525
77,19419.9,1.19227,0.47757,0.97776,0.98591,0.98584,0.99094,0.66836,1.25043,0.42918,1.00831,0.007492,0.007492,0.007492
78,19671.5,1.19325,0.47786,0.97975,0.98617,0.98574,0.99102,0.66893,1.25043,0.42925,1.00825,0.007459,0.007459,0.007459
79,19923.3,1.19575,0.47778,0.97893,0.98604,0.98571,0.99106,0.66905,1.25014,0.42938,1.00823,0.007426,0.007426,0.007426
80,20174.7,1.19115,0.47522,0.97755,0.98626,0.98567,0.99109,0.66915,1.25005,0.42907,1.00822,0.007393,0.007393,0.007393
81,20426.2,1.19274,0.47561,0.97931,0.98605,0.98571,0.99105,0.6692,1.25003,0.42897,1.00824,0.00736,0.00736,0.00736
82,20678,1.19031,0.47472,0.97842,0.98616,0.98533,0.99118,0.66901,1.2498,0.42864,1.00816,0.007327,0.007327,0.007327
83,20929.8,1.19038,0.47387,0.97818,0.98665,0.98517,0.99101,0.66919,1.24975,0.42893,1.00805,0.007294,0.007294,0.007294
84,21181.5,1.1936,0.47699,0.97681,0.98712,0.98525,0.9911,0.66873,1.24993,0.42841,1.00807,0.007261,0.007261,0.007261
85,21433.1,1.1896,0.47622,0.97648,0.98697,0.98521,0.99123,0.66891,1.24997,0.42825,1.0081,0.007228,0.007228,0.007228
86,21685.2,1.18862,0.47483,0.97774,0.98704,0.98542,0.99125,0.66863,1.25021,0.42821,1.00828,0.007195,0.007195,0.007195
87,21937,1.18786,0.47209,0.97885,0.98716,0.98546,0.9912,0.66863,1.25027,0.42821,1.00829,0.007162,0.007162,0.007162
88,22189,1.18652,0.47421,0.97724,0.98699,0.98538,0.99113,0.66837,1.25059,0.42795,1.00828,0.007129,0.007129,0.007129
89,22440.6,1.18597,0.47414,0.97705,0.98716,0.98533,0.99118,0.66823,1.25071,0.4283,1.00831,0.007096,0.007096,0.007096
90,22692.3,1.18612,0.47323,0.97688,0.98729,0.98554,0.99117,0.66834,1.25057,0.42815,1.00833,0.007063,0.007063,0.007063
91,22944.3,1.1857,0.47146,0.97644,0.98713,0.98575,0.99111,0.66837,1.25068,0.4284,1.00846,0.00703,0.00703,0.00703
92,23195.9,1.18317,0.4716,0.97665,0.98689,0.98575,0.99113,0.66835,1.25067,0.42825,1.00846,0.006997,0.006997,0.006997
93,23447.9,1.18335,0.47113,0.9751,0.98679,0.9855,0.99099,0.6684,1.2504,0.42847,1.00841,0.006964,0.006964,0.006964
94,23701,1.18542,0.4725,0.97731,0.987,0.98546,0.99097,0.6684,1.24999,0.42802,1.00833,0.006931,0.006931,0.006931
95,23952.8,1.1825,0.47092,0.97563,0.98716,0.9855,0.9909,0.66873,1.24997,0.42788,1.00817,0.006898,0.006898,0.006898
96,24204.9,1.1836,0.47178,0.97656,0.9872,0.9855,0.99088,0.6684,1.25011,0.4273,1.00827,0.006865,0.006865,0.006865
97,24456.7,1.1834,0.47253,0.97623,0.98695,0.98571,0.9911,0.66787,1.24998,0.42735,1.00823,0.006832,0.006832,0.006832
98,24708.4,1.18062,0.47079,0.97474,0.98682,0.98559,0.99106,0.66783,1.24988,0.42733,1.00838,0.006799,0.006799,0.006799
99,24959.8,1.17959,0.47021,0.97498,0.98721,0.98559,0.99118,0.66803,1.24949,0.4273,1.00841,0.006766,0.006766,0.006766
100,25211.3,1.18205,0.47025,0.97562,0.98708,0.98571,0.99111,0.66792,1.24963,0.42711,1.00851,0.006733,0.006733,0.006733
101,25463.4,1.17919,0.47096,0.97285,0.98749,0.98541,0.99112,0.66763,1.25002,0.42753,1.00872,0.0067,0.0067,0.0067
102,25715.2,1.18163,0.46967,0.97549,0.98772,0.98575,0.99118,0.66742,1.25052,0.42786,1.00898,0.006667,0.006667,0.006667
103,25966.8,1.17619,0.46839,0.97381,0.98739,0.98538,0.99106,0.66651,1.25077,0.4281,1.00912,0.006634,0.006634,0.006634
104,26218.7,1.17795,0.46657,0.97477,0.98757,0.98554,0.99115,0.66589,1.25139,0.42837,1.00936,0.006601,0.006601,0.006601
105,26471.3,1.17442,0.46743,0.97401,0.98766,0.98542,0.99117,0.66575,1.25148,0.42801,1.00953,0.006568,0.006568,0.006568
106,26723.3,1.17353,0.46597,0.97237,0.98734,0.98546,0.99111,0.66549,1.25185,0.42803,1.00973,0.006535,0.006535,0.006535
107,26975.6,1.16973,0.46629,0.97183,0.98741,0.98552,0.99119,0.66553,1.252,0.428,1.00982,0.006502,0.006502,0.006502
108,27227.7,1.17266,0.46668,0.97289,0.98728,0.9858,0.99123,0.66512,1.2518,0.42757,1.00987,0.006469,0.006469,0.006469
109,27479.9,1.1734,0.46721,0.97374,0.98742,0.98571,0.99114,0.66548,1.25204,0.42769,1.00997,0.006436,0.006436,0.006436
110,27731.9,1.17532,0.46571,0.97446,0.98711,0.98567,0.99105,0.665,1.25197,0.4272,1.00994,0.006403,0.006403,0.006403
111,27984.1,1.17178,0.46493,0.97253,0.98721,0.98563,0.99108,0.66507,1.25136,0.42671,1.00975,0.00637,0.00637,0.00637
112,28236.2,1.17181,0.46604,0.97339,0.9875,0.98571,0.99119,0.66557,1.25108,0.42602,1.00977,0.006337,0.006337,0.006337
113,28488.3,1.16981,0.46411,0.97207,0.98725,0.98559,0.99107,0.66531,1.25052,0.42578,1.00958,0.006304,0.006304,0.006304
114,28740.6,1.16985,0.4634,0.97062,0.98737,0.98566,0.99105,0.66529,1.2504,0.4257,1.00963,0.006271,0.006271,0.006271
115,28992.8,1.16889,0.46435,0.97115,0.98729,0.98571,0.99109,0.66503,1.25046,0.42582,1.00959,0.006238,0.006238,0.006238
116,29244.8,1.1703,0.46304,0.97236,0.98712,0.98562,0.99095,0.66467,1.25036,0.42601,1.00965,0.006205,0.006205,0.006205
117,29497,1.16466,0.46228,0.97085,0.98699,0.98601,0.99094,0.66517,1.25011,0.4266,1.00958,0.006172,0.006172,0.006172
118,29749,1.16797,0.46399,0.97139,0.98678,0.9863,0.99089,0.66505,1.25023,0.42703,1.00963,0.006139,0.006139,0.006139
119,30001,1.16602,0.46089,0.97102,0.98647,0.98609,0.99082,0.66532,1.25028,0.4274,1.00964,0.006106,0.006106,0.006106
120,30252.9,1.17024,0.46521,0.97087,0.98677,0.98596,0.99085,0.66502,1.25036,0.42725,1.00967,0.006073,0.006073,0.006073
121,30505,1.16175,0.46164,0.97107,0.98691,0.98544,0.99075,0.66443,1.25032,0.42655,1.0096,0.00604,0.00604,0.00604
122,30756.9,1.16733,0.46117,0.97203,0.98665,0.9858,0.99091,0.66433,1.25049,0.42649,1.00964,0.006007,0.006007,0.006007
123,31009,1.1643,0.46078,0.96949,0.98727,0.98542,0.99093,0.66464,1.25052,0.42675,1.0097,0.005974,0.005974,0.005974
124,31260.9,1.16543,0.45989,0.97018,0.98753,0.98547,0.9909,0.66524,1.25114,0.42617,1.00989,0.005941,0.005941,0.005941
125,31512.5,1.16571,0.46013,0.97143,0.9875,0.98525,0.99083,0.66552,1.25085,0.42641,1.00988,0.005908,0.005908,0.005908
126,31764.1,1.16377,0.46014,0.97075,0.98737,0.9853,0.99094,0.66494,1.25085,0.42616,1.00982,0.005875,0.005875,0.005875
127,32015.6,1.16008,0.45881,0.97067,0.98707,0.98575,0.991,0.66476,1.25066,0.42596,1.00974,0.005842,0.005842,0.005842
128,32267,1.16287,0.45998,0.97226,0.98709,0.98542,0.99094,0.66483,1.2505,0.426,1.00975,0.005809,0.005809,0.005809
129,32519.1,1.16124,0.45968,0.97043,0.98688,0.98538,0.99096,0.66471,1.25018,0.42635,1.00961,0.005776,0.005776,0.005776
130,32771.4,1.16227,0.45867,0.97042,0.98695,0.98523,0.99097,0.66405,1.25061,0.42661,1.00973,0.005743,0.005743,0.005743
131,33023.9,1.16245,0.45913,0.96999,0.98683,0.98541,0.99112,0.66378,1.25085,0.42705,1.00979,0.00571,0.00571,0.00571
132,33276.1,1.16125,0.45613,0.97057,0.98697,0.98533,0.99098,0.66405,1.25139,0.42679,1.00996,0.005677,0.005677,0.005677
133,33528.3,1.15931,0.45852,0.97009,0.98724,0.9853,0.99109,0.66367,1.25183,0.42696,1.0101,0.005644,0.005644,0.005644
134,33780.5,1.15877,0.45701,0.97006,0.98741,0.98526,0.99114,0.66315,1.25223,0.42714,1.01024,0.005611,0.005611,0.005611
135,34032.3,1.16121,0.45702,0.97079,0.98743,0.98533,0.99122,0.66395,1.25239,0.42684,1.01027,0.005578,0.005578,0.005578
136,34284.4,1.15895,0.45797,0.97043,0.98745,0.98529,0.99121,0.6635,1.25247,0.42677,1.01019,0.005545,0.005545,0.005545
137,34536.5,1.15468,0.45516,0.96879,0.9873,0.98533,0.99121,0.66329,1.25281,0.42616,1.01032,0.005512,0.005512,0.005512
138,34788.8,1.1575,0.45606,0.9696,0.98753,0.98554,0.99135,0.66299,1.25262,0.42626,1.01023,0.005479,0.005479,0.005479
139,35041,1.15251,0.45439,0.9682,0.98729,0.9858,0.9915,0.66341,1.25242,0.42576,1.01009,0.005446,0.005446,0.005446
140,35293,1.15423,0.45525,0.9687,0.98729,0.98577,0.9915,0.66341,1.25262,0.42554,1.01025,0.005413,0.005413,0.005413
141,35545.5,1.15444,0.45569,0.9672,0.98679,0.98577,0.99147,0.6631,1.25312,0.42512,1.01049,0.00538,0.00538,0.00538
