epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,48975.3,1.03323,0.41544,0.95667,0.99252,0.99016,0.99399,0.75392,0.95882,0.32938,0.95047,0.0064162,0.0064162,0.0064162
183,49244.6,1.03178,0.41462,0.95544,0.99258,0.99004,0.99402,0.75414,0.9581,0.32938,0.95038,0.0063964,0.0063964,0.0063964
184,49513.7,1.03105,0.41532,0.95679,0.99268,0.98971,0.99407,0.75469,0.95717,0.32909,0.95015,0.0063766,0.0063766,0.0063766
185,49783,1.03123,0.41442,0.95731,0.99311,0.98929,0.99406,0.75464,0.95643,0.32892,0.94996,0.0063568,0.0063568,0.0063568
186,50052.5,1.03161,0.41413,0.95642,0.99295,0.98938,0.99405,0.75475,0.95627,0.32925,0.94978,0.006337,0.006337,0.006337
187,50322,1.03043,0.41378,0.95621,0.99289,0.98946,0.99399,0.7547,0.95588,0.32853,0.94958,0.0063172,0.0063172,0.0063172
188,50591.2,1.02462,0.41263,0.95435,0.99311,0.98956,0.99403,0.75499,0.95543,0.32871,0.94948,0.0062974,0.0062974,0.0062974
189,50860.3,1.0289,0.41483,0.95553,0.993,0.98975,0.99404,0.75497,0.95502,0.32819,0.9495,0.0062776,0.0062776,0.0062776
190,51129.4,1.02801,0.41331,0.9556,0.9929,0.98987,0.99404,0.75481,0.95443,0.32811,0.94922,0.0062578,0.0062578,0.0062578
191,51398.7,1.02712,0.41373,0.95509,0.99293,0.98978,0.99403,0.75526,0.95381,0.32819,0.94903,0.006238,0.006238,0.006238
192,51668.2,1.02459,0.41192,0.95381,0.99285,0.98989,0.99409,0.75569,0.95291,0.32803,0.94871,0.0062182,0.0062182,0.0062182
193,51937.3,1.02516,0.41266,0.95464,0.99252,0.99014,0.99402,0.75567,0.95228,0.32776,0.94839,0.0061984,0.0061984,0.0061984
194,52206.4,1.02672,0.41384,0.95447,0.99236,0.99037,0.99397,0.75607,0.95211,0.32794,0.9483,0.0061786,0.0061786,0.0061786
195,52475.5,1.0202,0.41117,0.95234,0.99242,0.99027,0.99398,0.7562,0.95091,0.3275,0.94803,0.0061588,0.0061588,0.0061588
196,52744.7,1.02147,0.41072,0.95208,0.99215,0.99011,0.99394,0.75684,0.95007,0.32701,0.94772,0.006139,0.006139,0.006139
197,53013.7,1.02191,0.41139,0.95455,0.99247,0.99027,0.99408,0.75699,0.94953,0.32703,0.94756,0.0061192,0.0061192,0.0061192
198,53282.9,1.02043,0.40987,0.9533,0.99236,0.99031,0.99399,0.75747,0.94937,0.32677,0.94745,0.0060994,0.0060994,0.0060994
199,53552.2,1.02077,0.4114,0.95249,0.99322,0.9894,0.99402,0.7578,0.94862,0.32668,0.94717,0.0060796,0.0060796,0.0060796
200,53821.5,1.01934,0.41135,0.95166,0.99332,0.98919,0.99401,0.75773,0.94813,0.32622,0.94704,0.0060598,0.0060598,0.0060598
201,54090.9,1.0189,0.4111,0.95214,0.99343,0.98971,0.99408,0.75782,0.94737,0.32624,0.94669,0.00604,0.00604,0.00604
202,54360,1.01803,0.41051,0.95318,0.99304,0.98978,0.994,0.7588,0.94662,0.32594,0.94655,0.0060202,0.0060202,0.0060202
203,54629.3,1.01729,0.41001,0.95219,0.99304,0.98984,0.99396,0.75904,0.94615,0.32602,0.94627,0.0060004,0.0060004,0.0060004
204,54898.8,1.01963,0.41113,0.95354,0.99284,0.99005,0.99406,0.75896,0.94531,0.32602,0.94606,0.0059806,0.0059806,0.0059806
205,55168.6,1.01727,0.40992,0.95245,0.99289,0.99,0.99401,0.75939,0.9449,0.32584,0.94576,0.0059608,0.0059608,0.0059608
206,55438.2,1.01497,0.40887,0.95183,0.9929,0.98995,0.99402,0.75987,0.94435,0.3256,0.94565,0.005941,0.005941,0.005941
207,55708.7,1.01487,0.40903,0.95094,0.9929,0.99008,0.99403,0.75921,0.94381,0.32507,0.94549,0.0059212,0.0059212,0.0059212
208,55978,1.01453,0.4095,0.95103,0.99333,0.98983,0.99401,0.75967,0.94373,0.32488,0.94534,0.0059014,0.0059014,0.0059014
209,56247.1,1.01487,0.40971,0.95138,0.99344,0.98987,0.99399,0.75986,0.94335,0.32456,0.9453,0.0058816,0.0058816,0.0058816
210,56516.3,1.01088,0.40755,0.94962,0.99349,0.98997,0.99403,0.76038,0.94241,0.32436,0.94501,0.0058618,0.0058618,0.0058618
211,56785.7,1.01403,0.40851,0.95108,0.99353,0.98989,0.994,0.76057,0.94186,0.32451,0.94479,0.005842,0.005842,0.005842
212,57055.1,1.01544,0.40935,0.95059,0.99349,0.98989,0.99406,0.76077,0.94095,0.3243,0.94458,0.0058222,0.0058222,0.0058222
213,57324.6,1.01044,0.40746,0.94975,0.99333,0.98983,0.994,0.76084,0.9402,0.32376,0.94419,0.0058024,0.0058024,0.0058024
214,57593.9,1.01316,0.40761,0.95064,0.99306,0.99007,0.99399,0.76121,0.93936,0.32356,0.94391,0.0057826,0.0057826,0.0057826
215,57863.2,1.00832,0.4071,0.94901,0.993,0.98979,0.994,0.7611,0.93892,0.32332,0.94379,0.0057628,0.0057628,0.0057628
216,58132.4,1.00629,0.4055,0.94847,0.99311,0.98989,0.99401,0.76152,0.93858,0.3232,0.94359,0.005743,0.005743,0.005743
217,58401.4,1.00981,0.40636,0.95063,0.99302,0.98978,0.99399,0.76157,0.9379,0.32313,0.94351,0.0057232,0.0057232,0.0057232
218,58670.6,1.01107,0.40826,0.94939,0.99349,0.98943,0.994,0.76216,0.93761,0.32289,0.94332,0.0057034,0.0057034,0.0057034
219,58940.1,1.00726,0.4058,0.949,0.99349,0.9895,0.99402,0.76242,0.93652,0.32322,0.94291,0.0056836,0.0056836,0.0056836
220,59209.5,1.00754,0.40579,0.95005,0.99359,0.98937,0.99403,0.76286,0.93573,0.32314,0.94256,0.0056638,0.0056638,0.0056638
221,59479.1,1.00608,0.40584,0.94889,0.99346,0.9894,0.99403,0.76286,0.93573,0.32288,0.94249,0.005644,0.005644,0.005644
222,59748.4,1.00482,0.40537,0.9477,0.99352,0.98946,0.99403,0.76344,0.93438,0.32263,0.94206,0.0056242,0.0056242,0.0056242
223,60018.1,1.00444,0.405,0.94908,0.99348,0.98946,0.99401,0.7636,0.93358,0.32222,0.94187,0.0056044,0.0056044,0.0056044
224,60287.6,1.00546,0.4048,0.95049,0.99365,0.98935,0.99405,0.76391,0.93298,0.32223,0.94161,0.0055846,0.0055846,0.0055846
225,60556.9,1.00483,0.40496,0.94836,0.99352,0.9893,0.99405,0.76407,0.9331,0.32214,0.94162,0.0055648,0.0055648,0.0055648
226,60826.3,1.00265,0.4037,0.94697,0.99349,0.98963,0.99406,0.76345,0.93295,0.32217,0.94154,0.005545,0.005545,0.005545
227,61096,1.00346,0.40376,0.94854,0.99338,0.98957,0.99407,0.76424,0.93223,0.32206,0.94127,0.0055252,0.0055252,0.0055252
228,61365.2,0.99983,0.40345,0.9474,0.99343,0.98968,0.99407,0.7641,0.93152,0.3218,0.94109,0.0055054,0.0055054,0.0055054
229,61634.8,0.99857,0.40247,0.94732,0.99354,0.98969,0.99406,0.76458,0.93093,0.32138,0.94087,0.0054856,0.0054856,0.0054856
230,61905.5,1.0009,0.40342,0.94811,0.99335,0.98978,0.99407,0.76415,0.93043,0.32115,0.94069,0.0054658,0.0054658,0.0054658
231,62177.1,0.99984,0.40285,0.94776,0.99333,0.98972,0.99407,0.76437,0.93022,0.32119,0.94064,0.005446,0.005446,0.005446
232,62448.1,0.99736,0.402,0.94612,0.99333,0.98968,0.99413,0.76444,0.92948,0.32134,0.94044,0.0054262,0.0054262,0.0054262
233,62718.3,0.99484,0.40245,0.94573,0.99332,0.98973,0.99407,0.76473,0.92847,0.32091,0.94024,0.0054064,0.0054064,0.0054064
234,62987.9,0.99702,0.40235,0.94558,0.99338,0.98978,0.99412,0.76515,0.928,0.32091,0.94009,0.0053866,0.0053866,0.0053866
235,63257.4,0.99654,0.40194,0.94623,0.99338,0.98965,0.99412,0.76535,0.92748,0.32096,0.93999,0.0053668,0.0053668,0.0053668
236,63526.7,0.99436,0.40153,0.94537,0.99333,0.98959,0.9941,0.76575,0.92685,0.32096,0.93981,0.005347,0.005347,0.005347
237,63796,0.99503,0.40185,0.94601,0.99345,0.98962,0.99412,0.76543,0.92595,0.32062,0.93956,0.0053272,0.0053272,0.0053272
238,64065.2,0.99537,0.40187,0.94555,0.99314,0.98984,0.9941,0.76574,0.9255,0.32052,0.93939,0.0053074,0.0053074,0.0053074
239,64334.5,0.9932,0.40219,0.94467,0.99348,0.98984,0.99413,0.76606,0.92418,0.3202,0.93902,0.0052876,0.0052876,0.0052876
