epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,346.862,1.48094,2.38843,1.02991,0.00276,0.8275,0.00529,0.00194,1.7987,5.09578,0.94084,0.000647619,0.000647619,0.000647619
2,691.744,1.35059,1.36272,1.00778,0.00315,0.94375,0.38763,0.10216,2.14204,4.10617,0.99874,0.000663714,0.000663714,0.000663714
