epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,6375.34,1.2343,0.49846,0.98896,0.98501,0.98596,0.99096,0.66683,1.25553,0.44276,1.00997,0.007624,0.007624,0.007624
26,6626.89,1.23364,0.49703,0.98906,0.98526,0.98588,0.99098,0.6671,1.25459,0.44175,1.00968,0.007525,0.007525,0.007525
27,6878.73,1.2295,0.49504,0.98909,0.98542,0.98609,0.99107,0.66808,1.25389,0.4409,1.00954,0.007426,0.007426,0.007426
28,7130.18,1.22926,0.49324,0.98815,0.98551,0.98601,0.99106,0.66831,1.25326,0.43975,1.00932,0.007327,0.007327,0.007327
29,7381.78,1.22964,0.49333,0.98705,0.98576,0.98605,0.99116,0.66886,1.25235,0.43861,1.00898,0.007228,0.007228,0.007228
30,7633.45,1.22195,0.49165,0.98589,0.9855,0.98617,0.99114,0.66974,1.25124,0.43729,1.00855,0.007129,0.007129,0.007129
31,7885.15,1.22388,0.49066,0.9862,0.98535,0.98661,0.99124,0.67082,1.25064,0.43668,1.0084,0.00703,0.00703,0.00703
32,8136.44,1.21991,0.48893,0.98542,0.98523,0.98682,0.99121,0.66985,1.25038,0.43546,1.0084,0.006931,0.006931,0.006931
33,8388.3,1.21921,0.48953,0.98511,0.98548,0.9868,0.99127,0.6703,1.25038,0.43468,1.00837,0.006832,0.006832,0.006832
34,8640.21,1.21525,0.48552,0.98501,0.98536,0.98695,0.99119,0.66978,1.2503,0.43435,1.00836,0.006733,0.006733,0.006733
35,8891.66,1.21444,0.48429,0.98485,0.98556,0.98644,0.99123,0.66984,1.25003,0.43365,1.0083,0.006634,0.006634,0.006634
36,9143.04,1.21044,0.48278,0.9827,0.9856,0.98651,0.99126,0.67006,1.24964,0.43331,1.00823,0.006535,0.006535,0.006535
37,9394.7,1.21055,0.48188,0.98267,0.98581,0.98668,0.99133,0.67007,1.2494,0.43301,1.00816,0.006436,0.006436,0.006436
38,9646.57,1.20753,0.48081,0.98233,0.98606,0.98647,0.99139,0.67051,1.24947,0.43279,1.00818,0.006337,0.006337,0.006337
39,9897.88,1.20487,0.48003,0.98108,0.98614,0.98665,0.99148,0.67049,1.24893,0.43135,1.00791,0.006238,0.006238,0.006238
40,10149.4,1.20461,0.47889,0.98198,0.98609,0.98659,0.99149,0.67048,1.24899,0.43096,1.00795,0.006139,0.006139,0.006139
41,10400.7,1.20209,0.47855,0.98064,0.98605,0.98638,0.99138,0.6706,1.24853,0.42971,1.00778,0.00604,0.00604,0.00604
42,10652,1.19895,0.47559,0.97964,0.98634,0.98627,0.9915,0.67054,1.24832,0.4292,1.00772,0.005941,0.005941,0.005941
43,10902.8,1.19625,0.47292,0.97804,0.98643,0.98659,0.99153,0.67062,1.24792,0.4287,1.0076,0.005842,0.005842,0.005842
44,11153.3,1.19265,0.47234,0.97873,0.98659,0.98642,0.99145,0.67068,1.24768,0.42776,1.00744,0.005743,0.005743,0.005743
45,11404.4,1.19275,0.47144,0.97899,0.98668,0.98646,0.99144,0.67077,1.24733,0.42709,1.00739,0.005644,0.005644,0.005644
46,11654.9,1.19284,0.47013,0.97945,0.98671,0.98655,0.99149,0.67098,1.24708,0.42661,1.00716,0.005545,0.005545,0.005545
47,11906.1,1.18776,0.46925,0.97668,0.987,0.98596,0.99165,0.67116,1.24682,0.42599,1.00699,0.005446,0.005446,0.005446
48,12156.6,1.19153,0.46972,0.97876,0.98717,0.98609,0.9918,0.67138,1.24673,0.42595,1.00695,0.005347,0.005347,0.005347
49,12407.5,1.1856,0.46714,0.97558,0.98733,0.98542,0.99172,0.67188,1.24657,0.42554,1.00683,0.005248,0.005248,0.005248
50,12659.8,1.1888,0.46782,0.97609,0.98736,0.98554,0.99173,0.67206,1.24676,0.42505,1.00693,0.005149,0.005149,0.005149
51,12911.4,1.18407,0.46466,0.97593,0.98745,0.98561,0.99181,0.67116,1.24688,0.42446,1.00689,0.00505,0.00505,0.00505
52,13163.2,1.18174,0.46362,0.97592,0.98766,0.98521,0.99188,0.67118,1.24698,0.4243,1.00704,0.004951,0.004951,0.004951
53,13415.3,1.17736,0.46125,0.97455,0.98784,0.98525,0.99194,0.67124,1.24668,0.42382,1.0071,0.004852,0.004852,0.004852
54,13667.2,1.17714,0.46179,0.9738,0.9877,0.98529,0.99185,0.6711,1.24672,0.42316,1.00725,0.004753,0.004753,0.004753
55,13919.4,1.17473,0.46142,0.97336,0.98753,0.98517,0.99184,0.67086,1.24667,0.42286,1.00724,0.004654,0.004654,0.004654
56,14170.9,1.1742,0.45979,0.97298,0.98765,0.98517,0.99187,0.67092,1.24695,0.42286,1.00731,0.004555,0.004555,0.004555
57,14422.5,1.17357,0.45793,0.97362,0.98778,0.98516,0.9918,0.67087,1.24725,0.42281,1.0075,0.004456,0.004456,0.004456
58,14674.6,1.16791,0.45651,0.9706,0.98789,0.98517,0.99177,0.67111,1.24738,0.4227,1.00751,0.004357,0.004357,0.004357
59,14926.3,1.16869,0.45621,0.9715,0.9877,0.9854,0.99177,0.67093,1.24753,0.42259,1.00759,0.004258,0.004258,0.004258
60,15178,1.16596,0.45512,0.97042,0.98794,0.98538,0.99183,0.67053,1.24733,0.42224,1.00754,0.004159,0.004159,0.004159
61,15430.1,1.16298,0.45251,0.96988,0.98774,0.98512,0.99178,0.67001,1.24739,0.4223,1.00765,0.00406,0.00406,0.00406
62,15682,1.16032,0.45121,0.96946,0.98823,0.98477,0.99176,0.66959,1.24726,0.42191,1.0076,0.003961,0.003961,0.003961
63,15933.4,1.15796,0.45009,0.96891,0.98826,0.98458,0.99171,0.66954,1.24722,0.42181,1.00756,0.003862,0.003862,0.003862
64,16185.1,1.1569,0.44913,0.96866,0.98852,0.98466,0.99178,0.66936,1.24687,0.42163,1.00747,0.003763,0.003763,0.003763
65,16436.8,1.15477,0.44805,0.96742,0.98865,0.98493,0.99169,0.66911,1.24682,0.42102,1.00735,0.003664,0.003664,0.003664
66,16688.6,1.15487,0.44827,0.96755,0.98878,0.98486,0.99185,0.6689,1.24663,0.42047,1.0073,0.003565,0.003565,0.003565
67,16940.6,1.15342,0.44415,0.96825,0.98886,0.98484,0.99176,0.66895,1.24649,0.42034,1.00725,0.003466,0.003466,0.003466
68,17192.5,1.15028,0.44446,0.96661,0.98905,0.98496,0.99185,0.66887,1.24628,0.42014,1.00719,0.003367,0.003367,0.003367
69,17444.3,1.14696,0.44141,0.96604,0.98911,0.98517,0.99188,0.66963,1.24655,0.41988,1.00742,0.003268,0.003268,0.003268
70,17696,1.13944,0.43936,0.96432,0.98941,0.98549,0.99186,0.66932,1.24659,0.41906,1.0074,0.003169,0.003169,0.003169
71,17948,1.14224,0.43836,0.96461,0.98928,0.98518,0.99198,0.66923,1.24665,0.41843,1.00737,0.00307,0.00307,0.00307
72,18199.5,1.13705,0.43551,0.96364,0.98905,0.98521,0.99197,0.66914,1.24661,0.41792,1.00734,0.002971,0.002971,0.002971
73,18451.1,1.13421,0.43519,0.96206,0.98903,0.98507,0.99201,0.66912,1.2467,0.41742,1.0074,0.002872,0.002872,0.002872
74,18702.7,1.13513,0.43476,0.9615,0.98918,0.98491,0.99203,0.66903,1.24671,0.41717,1.00741,0.002773,0.002773,0.002773
75,18954.5,1.13271,0.43323,0.96257,0.98915,0.98496,0.99212,0.66965,1.24685,0.41699,1.00752,0.002674,0.002674,0.002674
76,19205.9,1.12514,0.42952,0.96024,0.98909,0.98487,0.99216,0.66906,1.24696,0.41635,1.00759,0.002575,0.002575,0.002575
77,19457.7,1.12448,0.4288,0.95916,0.98898,0.98504,0.9922,0.66991,1.24698,0.41566,1.00754,0.002476,0.002476,0.002476
78,19709.4,1.12368,0.42712,0.96043,0.98886,0.98523,0.99204,0.66978,1.24681,0.41505,1.00748,0.002377,0.002377,0.002377
79,19961.3,1.12184,0.4254,0.95903,0.98891,0.98508,0.99217,0.66976,1.24694,0.41446,1.00755,0.002278,0.002278,0.002278
80,20213,1.11623,0.42426,0.95708,0.98883,0.985,0.99214,0.6696,1.24718,0.4143,1.00763,0.002179,0.002179,0.002179
81,20464.3,1.11551,0.42153,0.95825,0.98916,0.98483,0.99204,0.6702,1.24701,0.41394,1.00761,0.00208,0.00208,0.00208
82,20715.7,1.11143,0.42068,0.95629,0.98949,0.98474,0.99205,0.67055,1.24661,0.41326,1.00755,0.001981,0.001981,0.001981
83,20967.1,1.10939,0.41794,0.95622,0.98924,0.98483,0.99211,0.67013,1.24686,0.413,1.00761,0.001882,0.001882,0.001882
84,21218.8,1.11012,0.41837,0.95446,0.98928,0.9847,0.99204,0.67054,1.24718,0.41278,1.00773,0.001783,0.001783,0.001783
85,21470.2,1.1037,0.41543,0.95319,0.98959,0.98433,0.99208,0.67048,1.24699,0.4127,1.00767,0.001684,0.001684,0.001684
86,21721.7,1.10071,0.41342,0.95381,0.98973,0.98436,0.99218,0.67045,1.24697,0.41246,1.00775,0.001585,0.001585,0.001585
87,21973.2,1.09731,0.41016,0.95407,0.98973,0.98434,0.99213,0.67045,1.24701,0.41233,1.00781,0.001486,0.001486,0.001486
88,22224.3,1.09431,0.40981,0.95251,0.98969,0.98429,0.99207,0.67066,1.24734,0.41228,1.00787,0.001387,0.001387,0.001387
89,22476,1.09147,0.4071,0.95139,0.98968,0.98433,0.99214,0.67003,1.24755,0.41185,1.00802,0.001288,0.001288,0.001288
90,22727.5,1.08778,0.40473,0.95072,0.98962,0.9842,0.9921,0.66951,1.2479,0.4114,1.00818,0.001189,0.001189,0.001189
91,23055.8,1.08358,0.38402,0.98241,0.98981,0.984,0.99202,0.66963,1.24824,0.41109,1.00827,0.00109,0.00109,0.00109
92,23307.1,1.07295,0.37895,0.97909,0.98965,0.98409,0.99214,0.66978,1.24857,0.41067,1.00845,0.000991,0.000991,0.000991
93,23558.5,1.06801,0.37763,0.97738,0.98952,0.98408,0.99222,0.66898,1.2497,0.4106,1.00871,0.000892,0.000892,0.000892
94,23809.6,1.06368,0.37437,0.97637,0.98948,0.98401,0.99223,0.66874,1.25093,0.41016,1.00901,0.000793,0.000793,0.000793
95,24061.2,1.05742,0.37121,0.97441,0.98971,0.98416,0.99232,0.66818,1.25226,0.40991,1.00942,0.000694,0.000694,0.000694
96,24312.7,1.05186,0.36831,0.97299,0.98973,0.98401,0.99225,0.66788,1.25322,0.40975,1.00979,0.000595,0.000595,0.000595
97,24563.4,1.04687,0.36494,0.97064,0.98979,0.98386,0.99233,0.66737,1.25446,0.40977,1.01021,0.000496,0.000496,0.000496
98,24814.2,1.04066,0.36146,0.96916,0.98989,0.98389,0.99234,0.66677,1.2555,0.40972,1.01064,0.000397,0.000397,0.000397
99,25065.6,1.03411,0.35926,0.96817,0.98954,0.98386,0.99224,0.66697,1.25635,0.40963,1.011,0.000298,0.000298,0.000298
100,25316.5,1.02981,0.35584,0.96659,0.98925,0.98369,0.99227,0.6671,1.25751,0.41002,1.0115,0.000199,0.000199,0.000199
